Interface,MDN Has Compabibility Data,MDN Page Exists,Expected URL
TextTrackCue.id,true,false,https://developer.mozilla.org/docs/Web/API/TextTrackCue/id
TextTrackCue.startTime,true,false,https://developer.mozilla.org/docs/Web/API/TextTrackCue/startTime
TextTrackCue.track,true,false,https://developer.mozilla.org/docs/Web/API/TextTrackCue/track
TextTrackCue.pauseOnExit,true,false,https://developer.mozilla.org/docs/Web/API/TextTrackCue/pauseOnExit
TextTrackCue.onenter,true,false,https://developer.mozilla.org/en-US/docs/Web/API/TextTrackCue/onenter
TextTrackCue.onexit,true,false,https://developer.mozilla.org/en-US/docs/Web/API/TextTrackCue/onexit
TrackEvent.TrackEvent,false,false,https://developer.mozilla.org/en-US/docs/Web/API/TrackEvent/TrackEvent
VTTCue.align,true,false,https://developer.mozilla.org/docs/Web/API/VTTCue/align
VTTCue.size,true,false,https://developer.mozilla.org/docs/Web/API/VTTCue/size
VTTCue.snapToLines,true,false,https://developer.mozilla.org/docs/Web/API/VTTCue/snapToLines
VTTCue.text,true,false,https://developer.mozilla.org/docs/Web/API/VTTCue/text
VTTCue.vertical,true,false,https://developer.mozilla.org/docs/Web/API/VTTCue/vertical
VTTCue.line,true,false,https://developer.mozilla.org/docs/Web/API/VTTCue/line
VTTCue.position,true,false,https://developer.mozilla.org/docs/Web/API/VTTCue/position
VTTCue.getCueAsHTML,true,false,https://developer.mozilla.org/docs/Web/API/VTTCue/getCueAsHTML
IntersectionObserver.delay,false,false,https://developer.mozilla.org/en-US/docs/Web/API/IntersectionObserver/delay
IntersectionObserver.trackVisibility,false,false,https://developer.mozilla.org/en-US/docs/Web/API/IntersectionObserver/trackVisibility
IntersectionObserverEntry.isVisible,false,false,https://developer.mozilla.org/en-US/docs/Web/API/IntersectionObserverEntry/isVisible
MathMLElement.onbeforexrselect,false,false,https://developer.mozilla.org/en-US/docs/Web/API/MathMLElement/onbeforexrselect
OffscreenCanvas.{}),false,false,https://developer.mozilla.org/en-US/docs/Web/API/OffscreenCanvas/{})
ResizeObserverEntry.devicePixelContentBoxSize,true,false,https://developer.mozilla.org/en-US/docs/Web/API/ResizeObserverEntry/devicePixelContentBoxSize
ByteLengthQueuingStrategy.highWaterMark,true,false,https://developer.mozilla.org/en-US/docs/Web/API/ByteLengthQueuingStrategy/highWaterMark
CountQueuingStrategy.highWaterMark,true,false,https://developer.mozilla.org/en-US/docs/Web/API/CountQueuingStrategy/highWaterMark
WritableStream.close,true,false,https://developer.mozilla.org/en-US/docs/Web/API/WritableStream/close
SVGAngle.convertToSpecifiedUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAngle/convertToSpecifiedUnits
SVGAngle.value,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAngle/value
SVGAngle.valueInSpecifiedUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAngle/valueInSpecifiedUnits
SVGAngle.unitType,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAngle/unitType
SVGAngle.newValueSpecifiedUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAngle/newValueSpecifiedUnits
SVGAngle.valueAsString,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAngle/valueAsString
SVGAnimatedAngle.animVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedAngle/animVal
SVGAnimatedAngle.baseVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedAngle/baseVal
SVGAnimatedBoolean.animVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedBoolean/animVal
SVGAnimatedBoolean.baseVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedBoolean/baseVal
SVGAnimatedEnumeration.animVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedEnumeration/animVal
SVGAnimatedEnumeration.baseVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedEnumeration/baseVal
SVGAnimatedInteger.animVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedInteger/animVal
SVGAnimatedInteger.baseVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedInteger/baseVal
SVGAnimatedLength.animVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedLength/animVal
SVGAnimatedLength.baseVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedLength/baseVal
SVGAnimatedLengthList.animVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedLengthList/animVal
SVGAnimatedLengthList.baseVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedLengthList/baseVal
SVGAnimatedNumber.animVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedNumber/animVal
SVGAnimatedNumber.baseVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedNumber/baseVal
SVGAnimatedNumberList.animVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedNumberList/animVal
SVGAnimatedNumberList.baseVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedNumberList/baseVal
SVGAnimatedPreserveAspectRatio.animVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedPreserveAspectRatio/animVal
SVGAnimatedPreserveAspectRatio.baseVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedPreserveAspectRatio/baseVal
SVGAnimatedRect.animVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedRect/animVal
SVGAnimatedRect.baseVal,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedRect/baseVal
SVGAnimatedTransformList.animVal,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedTransformList/animVal
SVGAnimatedTransformList.baseVal,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimatedTransformList/baseVal
SVGAnimationElement.beginElement,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimationElement/beginElement
SVGAnimationElement.getCurrentTime,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimationElement/getCurrentTime
SVGAnimationElement.getSimpleDuration,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimationElement/getSimpleDuration
SVGAnimationElement.getStartTime,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimationElement/getStartTime
SVGAnimationElement.beginElementAt,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimationElement/beginElementAt
SVGAnimationElement.endElement,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimationElement/endElement
SVGAnimationElement.endElementAt,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGAnimationElement/endElementAt
SVGClipPathElement.clipPathUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGClipPathElement/clipPathUnits
SVGComponentTransferFunctionElement.amplitude,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGComponentTransferFunctionElement/amplitude
SVGComponentTransferFunctionElement.offset,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGComponentTransferFunctionElement/offset
SVGComponentTransferFunctionElement.tableValues,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGComponentTransferFunctionElement/tableValues
SVGComponentTransferFunctionElement.type,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGComponentTransferFunctionElement/type
SVGComponentTransferFunctionElement.intercept,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGComponentTransferFunctionElement/intercept
SVGComponentTransferFunctionElement.slope,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGComponentTransferFunctionElement/slope
SVGComponentTransferFunctionElement.exponent,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGComponentTransferFunctionElement/exponent
SVGElement.onbeforexrselect,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGElement/onbeforexrselect
SVGEllipseElement.cx,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGEllipseElement/cx
SVGEllipseElement.cy,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGEllipseElement/cy
SVGEllipseElement.ry,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGEllipseElement/ry
SVGEllipseElement.rx,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGEllipseElement/rx
SVGFEBlendElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEBlendElement/in1
SVGFEBlendElement.mode,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEBlendElement/mode
SVGFEBlendElement.in2,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEBlendElement/in2
SVGFEColorMatrixElement.in1,true,false,https://developer.mozilla.org/docs/Web/API/SVGFEColorMatrixElement/in1
SVGFEColorMatrixElement.type,true,false,https://developer.mozilla.org/docs/Web/API/SVGFEColorMatrixElement/type
SVGFEColorMatrixElement.values,true,false,https://developer.mozilla.org/docs/Web/API/SVGFEColorMatrixElement/values
SVGFEComponentTransferElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEComponentTransferElement/in1
SVGFECompositeElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFECompositeElement/in1
SVGFECompositeElement.k3,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFECompositeElement/k3
SVGFECompositeElement.k4,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFECompositeElement/k4
SVGFECompositeElement.operator,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFECompositeElement/operator
SVGFECompositeElement.k1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFECompositeElement/k1
SVGFECompositeElement.in2,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFECompositeElement/in2
SVGFECompositeElement.k2,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFECompositeElement/k2
SVGFEConvolveMatrixElement.bias,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/bias
SVGFEConvolveMatrixElement.kernelMatrix,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/kernelMatrix
SVGFEConvolveMatrixElement.kernelUnitLengthX,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/kernelUnitLengthX
SVGFEConvolveMatrixElement.kernelUnitLengthY,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/kernelUnitLengthY
SVGFEConvolveMatrixElement.orderX,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/orderX
SVGFEConvolveMatrixElement.orderY,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/orderY
SVGFEConvolveMatrixElement.divisor,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/divisor
SVGFEConvolveMatrixElement.targetX,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/targetX
SVGFEConvolveMatrixElement.targetY,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/targetY
SVGFEConvolveMatrixElement.preserveAlpha,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/preserveAlpha
SVGFEConvolveMatrixElement.edgeMode,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/edgeMode
SVGFEConvolveMatrixElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEConvolveMatrixElement/in1
SVGFEDiffuseLightingElement.diffuseConstant,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDiffuseLightingElement/diffuseConstant
SVGFEDiffuseLightingElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDiffuseLightingElement/in1
SVGFEDiffuseLightingElement.kernelUnitLengthX,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDiffuseLightingElement/kernelUnitLengthX
SVGFEDiffuseLightingElement.kernelUnitLengthY,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDiffuseLightingElement/kernelUnitLengthY
SVGFEDiffuseLightingElement.surfaceScale,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDiffuseLightingElement/surfaceScale
SVGFEDisplacementMapElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDisplacementMapElement/in1
SVGFEDisplacementMapElement.in2,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDisplacementMapElement/in2
SVGFEDisplacementMapElement.scale,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDisplacementMapElement/scale
SVGFEDisplacementMapElement.xChannelSelector,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDisplacementMapElement/xChannelSelector
SVGFEDisplacementMapElement.yChannelSelector,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDisplacementMapElement/yChannelSelector
SVGFEDistantLightElement.azimuth,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDistantLightElement/azimuth
SVGFEDistantLightElement.elevation,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDistantLightElement/elevation
SVGFEDropShadowElement.dx,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDropShadowElement/dx
SVGFEDropShadowElement.stdDeviationX,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDropShadowElement/stdDeviationX
SVGFEDropShadowElement.stdDeviationY,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDropShadowElement/stdDeviationY
SVGFEDropShadowElement.setStdDeviation,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDropShadowElement/setStdDeviation
SVGFEDropShadowElement.dy,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDropShadowElement/dy
SVGFEDropShadowElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEDropShadowElement/in1
SVGFEGaussianBlurElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEGaussianBlurElement/in1
SVGFEGaussianBlurElement.setStdDeviation,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEGaussianBlurElement/setStdDeviation
SVGFEGaussianBlurElement.stdDeviationX,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEGaussianBlurElement/stdDeviationX
SVGFEGaussianBlurElement.stdDeviationY,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEGaussianBlurElement/stdDeviationY
SVGFEImageElement.preserveAspectRatio,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEImageElement/preserveAspectRatio
SVGFEMergeNodeElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEMergeNodeElement/in1
SVGFEMorphologyElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEMorphologyElement/in1
SVGFEMorphologyElement.radiusY,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEMorphologyElement/radiusY
SVGFEMorphologyElement.radiusX,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEMorphologyElement/radiusX
SVGFEMorphologyElement.operator,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEMorphologyElement/operator
SVGFEOffsetElement.dx,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEOffsetElement/dx
SVGFEOffsetElement.dy,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEOffsetElement/dy
SVGFEOffsetElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEOffsetElement/in1
SVGFEPointLightElement.x,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEPointLightElement/x
SVGFEPointLightElement.y,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEPointLightElement/y
SVGFEPointLightElement.z,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFEPointLightElement/z
SVGFESpecularLightingElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpecularLightingElement/in1
SVGFESpecularLightingElement.specularExponent,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpecularLightingElement/specularExponent
SVGFESpecularLightingElement.surfaceScale,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpecularLightingElement/surfaceScale
SVGFESpecularLightingElement.specularConstant,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpecularLightingElement/specularConstant
SVGFESpecularLightingElement.kernelUnitLengthX,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpecularLightingElement/kernelUnitLengthX
SVGFESpecularLightingElement.kernelUnitLengthY,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpecularLightingElement/kernelUnitLengthY
SVGFESpotLightElement.limitingConeAngle,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpotLightElement/limitingConeAngle
SVGFESpotLightElement.pointsAtX,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpotLightElement/pointsAtX
SVGFESpotLightElement.x,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpotLightElement/x
SVGFESpotLightElement.y,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpotLightElement/y
SVGFESpotLightElement.z,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpotLightElement/z
SVGFESpotLightElement.pointsAtY,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpotLightElement/pointsAtY
SVGFESpotLightElement.pointsAtZ,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpotLightElement/pointsAtZ
SVGFESpotLightElement.specularExponent,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFESpotLightElement/specularExponent
SVGFETileElement.in1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFETileElement/in1
SVGFETurbulenceElement.baseFrequencyX,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFETurbulenceElement/baseFrequencyX
SVGFETurbulenceElement.baseFrequencyY,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFETurbulenceElement/baseFrequencyY
SVGFETurbulenceElement.type,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFETurbulenceElement/type
SVGFETurbulenceElement.numOctaves,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFETurbulenceElement/numOctaves
SVGFETurbulenceElement.seed,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFETurbulenceElement/seed
SVGFETurbulenceElement.stitchTiles,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFETurbulenceElement/stitchTiles
SVGFilterElement.filterUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFilterElement/filterUnits
SVGFilterElement.x,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFilterElement/x
SVGFilterElement.y,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFilterElement/y
SVGFilterElement.width,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFilterElement/width
SVGFilterElement.height,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFilterElement/height
SVGFilterElement.primitiveUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGFilterElement/primitiveUnits
SVGForeignObjectElement.height,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGForeignObjectElement/height
SVGForeignObjectElement.x,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGForeignObjectElement/x
SVGForeignObjectElement.width,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGForeignObjectElement/width
SVGForeignObjectElement.y,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGForeignObjectElement/y
SVGGradientElement.gradientTransform,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGGradientElement/gradientTransform
SVGGradientElement.gradientUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGGradientElement/gradientUnits
SVGGradientElement.spreadMethod,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGGradientElement/spreadMethod
SVGGraphicsElement.getCTM,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGGraphicsElement/getCTM
SVGGraphicsElement.transform,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGGraphicsElement/transform
SVGGraphicsElement.farthestViewportElement,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGGraphicsElement/farthestViewportElement
SVGGraphicsElement.nearestViewportElement,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGGraphicsElement/nearestViewportElement
SVGGraphicsElement.getScreenCTM,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGGraphicsElement/getScreenCTM
SVGLength.convertToSpecifiedUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLength/convertToSpecifiedUnits
SVGLength.valueAsString,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLength/valueAsString
SVGLength.valueInSpecifiedUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLength/valueInSpecifiedUnits
SVGLength.unitType,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLength/unitType
SVGLength.newValueSpecifiedUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLength/newValueSpecifiedUnits
SVGLength.value,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLength/value
SVGLengthList.appendItem,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLengthList/appendItem
SVGLengthList.getItem,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLengthList/getItem
SVGLengthList.length,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLengthList/length
SVGLengthList.numberOfItems,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLengthList/numberOfItems
SVGLengthList.removeItem,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLengthList/removeItem
SVGLengthList.clear,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLengthList/clear
SVGLengthList.replaceItem,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLengthList/replaceItem
SVGLengthList.insertItemBefore,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLengthList/insertItemBefore
SVGLengthList.initialize,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLengthList/initialize
SVGLineElement.x1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLineElement/x1
SVGLineElement.y2,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLineElement/y2
SVGLineElement.y1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLineElement/y1
SVGLineElement.x2,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLineElement/x2
SVGLinearGradientElement.x2,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLinearGradientElement/x2
SVGLinearGradientElement.x1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLinearGradientElement/x1
SVGLinearGradientElement.y1,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLinearGradientElement/y1
SVGLinearGradientElement.y2,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGLinearGradientElement/y2
SVGMaskElement.height,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMaskElement/height
SVGMaskElement.maskContentUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMaskElement/maskContentUnits
SVGMaskElement.y,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMaskElement/y
SVGMaskElement.width,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMaskElement/width
SVGMaskElement.x,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMaskElement/x
SVGMaskElement.maskUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMaskElement/maskUnits
SVGMatrix.a,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/a
SVGMatrix.e,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/e
SVGMatrix.f,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/f
SVGMatrix.flipX,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/flipX
SVGMatrix.b,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/b
SVGMatrix.inverse,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/inverse
SVGMatrix.flipY,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/flipY
SVGMatrix.rotate,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/rotate
SVGMatrix.rotateFromVector,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/rotateFromVector
SVGMatrix.scale,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/scale
SVGMatrix.scaleNonUniform,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/scaleNonUniform
SVGMatrix.skewX,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/skewX
SVGMatrix.skewY,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/skewY
SVGMatrix.translate,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/translate
SVGMatrix.c,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/c
SVGMatrix.multiply,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/multiply
SVGMatrix.d,false,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGMatrix/d
SVGNumber.value,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGNumber/value
SVGNumberList.appendItem,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGNumberList/appendItem
SVGNumberList.insertItemBefore,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGNumberList/insertItemBefore
SVGNumberList.length,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGNumberList/length
SVGNumberList.numberOfItems,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGNumberList/numberOfItems
SVGNumberList.removeItem,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGNumberList/removeItem
SVGNumberList.replaceItem,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGNumberList/replaceItem
SVGNumberList.getItem,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGNumberList/getItem
SVGNumberList.clear,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGNumberList/clear
SVGNumberList.initialize,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGNumberList/initialize
SVGPatternElement.height,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGPatternElement/height
SVGPatternElement.width,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGPatternElement/width
SVGPatternElement.x,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGPatternElement/x
SVGPatternElement.y,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGPatternElement/y
SVGPatternElement.patternContentUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGPatternElement/patternContentUnits
SVGPatternElement.patternTransform,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGPatternElement/patternTransform
SVGPatternElement.patternUnits,true,false,https://developer.mozilla.org/en-US/docs/Web/API/SVGPatternElement/patternUnits
SVGPoint.matrixTransform,true,false,https://developer.mozilla.org/docs/Web/API/SVGPoint/matrixTransform
